company,title,summary
"

    Resource Flow
",Data Scientist | Machine Learning |Spark | Hadoop,"
We have an excellent opportunity for an experienced Data scientist with hands on Machine Learning & Spark programming experience and to join our clients Data..."
"


        ONE
",Data Scientist (London),"
The Data Scientist can be based in either London, UK or Washington, DC; The Data Scientist will be responsible for advising ONE on the potential of data to..."
"


        Robert Walters
",Data Scientist,"
Key responsibilities for the Senior Lead Data Scientist include:. The Senior Lead Data Scientist will be responsible for analysing large, complex data sets to..."
"

    MI5
",Behavioural Scientists,"
Experience of research and analysis of online data would be an advantage. We are looking for behavioural scientists who will support current operations and..."
"


        McKinsey & Company
","Energy Insights Analyst, Benchmarking & Performance Improvement","
As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
"

    Harnham
",DATA SCIENTIST - R/PYTHON/SQL - LEADING ONLINE BRAND,"
THE ROLE - DATA SCIENTIST:. SALARY AND BENEFITS - DATA SCIENTIST:. Data Scientist - R/Python/SQL - Leading Online Brand...."
"

    Burns Sheehan
","Python Developer | Analytics, Huge Data Sets, Machine Learning","
Python Developer | Machine Learning, Analytics, Huge Data Sets. Do you have a curiosity about Machine Learning and Data Science?..."
"

    Vector Recruitment Limited
",Assistant Research Scientist - Nanotechnology,"
Data collection, analysis and modelling. A multi-award winning nanotechnology company are looking for bright Physical Scientist (Chemist/ Materials Scientist..."
"

    Database Team
",Researcher Machine Learning - Greenfield,"
Researcher / Data Scientist. Requirements for a Researcher / Data Scientist:. Researcher / Data Scientist (Algorithm Machine Learning AI Greenfield)...."
"

    Cornwaliis Elt
",Data Scientist - London,"
Data Scientist - London. Very good understanding of SQL (ideally NoSQL too) and data technologies. The Data Science team create state of the art algorithms and..."
"


        Willis Group
",Developer,"
Ability to collaborate, understand and work with actuarial, Data Scientists and advanced business users and colleagues...."
"

    Morgan Healey
","Data Scientist, Journals","
This data includes information about subscriptions, usage, citations, submissions, etc. The Data Scientist role will be responsible for analyzing trends,..."
"

    Vector Recruitment Limited
",Applied Research Scientist - Nanotechnology,"
Applied Research Scientist or Asistant Scientist ( depending on experience level). Exceptional Data collation and analysis skills...."
"

    Churchill Frank
",Data Scientist,"
DATA SCIENTIST ROLE - LONDON - £60,000. An exciting opportunity has arisen for a permanent role as a Data Scientist within the UK...."
"

    Xcede
",Senior Big Data Engineer - Scala & Spark in AdTech,"
You'll work with a team of extremely high quality Big Data Engineers, AI Specialists and Data Scientists (profiles available on request)...."
"

    Logikk Ltd
",Head of Data Science / Advanced Analytics - FTSE 100,"
Ability to manage up to 15 data scientists with 4-5 direct reports. Head of Data Science. The Data Science team is simply there to provide data driven answers..."
"


        ONE Campaign
",Data Scientist (London),"
The Data Scientist can be based in either London, UK or Washington, DC; The Data Scientist will be responsible for advising ONE on the potential of data to..."
"


        Experian
",Innovation Lead Analyst,"
Understanding of data, data structures and their value regarding use for analysis. Data manipulation using Oracle...."
"

    Harnham
","DATA SCIENTIST – SAS,SQL,R - ECOMMERCE","
Data Scientist - SAS,SQL,R - eCommerce. Duties and Responsibilities - Data Scientist. A very successful eCommerce brand based in London is looking for an..."
"


        Ricardo
",Document Controller,"
Provide management information from these spreadsheets by analysis of data trends. With a century of delivering excellence and innovation, we employ over 2,500..."
"

    King.com
",Product Owner,"
Comfortable interacting with everyone from Developers and Data Scientists to Executives. We are looking for an experienced Product Owner to partner with the..."
"


        PCR
","Senior Big Data Engineer - Hadoop (Hive, Spark, Presto) Scala","
Based in Covent Garden they house more than 65 passionate engineers, data scientists, strategists, brand specialists and creatives...."
"

    McGregor Boyall
",Data Scientist,"
Our client, a well-known banking group is seeking an experienced Data Scientist to join the team based in the London...."
"

    The Institute of Cancer Research
",Senior Clinical Data Scientist,"
The Institute of Cancer Research Clinical Trials and Statistics Unit (ICR-CTSU), based in Sutton, would like to appoint a Senior Clinical Data Scientist to lead..."
"


        TransferWise
",Full Stack Developer,"
You will collaborate with product managers, UX and design experts, data scientists and other developers to work towards one unified goal - growth...."
"


        PERFORM Group
",Data Engineer/Scientist OTT,"
As a Data Engineer you will:. Improve the performance of our Redshift data warehouse. As a member of the DAZN data team, you will be responsible for the..."
"


        Reed Business Information
",Principal Business Analyst,"
Data analysis, integration, modelling and testing. The technology team provides the online products and systems to collect and distribute ICIS data to our..."
"


        Aimia
",Analyst - Developmental - i2c,"
Aimia places analytics and data science at the heart of our business, and we employ over 100 analysts and data scientists in the UK and over 200 worldwide...."
"

    Harnham
",DATA SCIENTIST - ONLINE BRAND,"
SAS/R Data Scientist- Online Brand. Salary for this SAS/R Data Scientist role is up to £50,000 plus a comprehensive benefits package...."
"

    Rothamsted Research
",Data Scientists - Agrimetrics,"
The team will be responsible for developing a range of mathematical and statistical models and data analytics tools that will be linked to the Agrimetrics data..."
"

    Client Server
",Researcher Machine Learning - Greenfield,"
Researcher / Data Scientist (Algorithm Machine Learning AI Greenfield). As a Researcher / Data Scientist you will earn a competitive salary (to £65k)...."
"

    Babylon Health
",Python Developer,"
You will be working with our data scientists, backend developers, clinicians and other AI specialists to develop and implement predictive analytics algorithms..."
"

    Networking People
",Data Scientist,"
Data Scientist - Statistics Jobs, Statistical Analysis, Statistical modelling, R programming, Linear Models, Bayesian...."
"

    Paramount Recruitment
",Bioinformatician – Data Scientist – London,"
Bioinformatician – Data Scientist – London. Delivering data management plans to ensure data consistency and provide specifications to the computational team...."
"


        Hudson
",Data Scientist - Financial Services / London / Permanent /,"
Data Scientist for a well-established financial research and support company located in Central London. Experience working with a data science analysis toolkit:..."
